Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Lat,Lng,called,Trifecta status,Total Mental Health Care HPSA Designations,Population of Designated HPSAs,Percent of Need Met,Practitioners Needed to Remove HPSA Designation
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,26.3,21.3,31.9,21.3 - 31.9,23.9-29.4,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,25.5,21.2,30.1,21.2 - 30.1,19.9-29.2,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,34.0,28.1,40.2,28.1 - 40.2,31.4-35.6,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,28.2,23.3,33.6,23.3 - 33.6,22.9-28.6,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,30.1,25.1,35.5,25.1 - 35.5,29.6-31.1,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,34.6,29.8,39.7,29.8 - 39.7,32.3-34.6,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,33.3,28.8,38.0,28.8 - 38.0,31.8-33.4,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,25.9,21.6,30.6,21.6 - 30.6,24.3-28.7,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,29.8,25.3,34.6,25.3 - 34.6,28.6-30.1,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,32.3,26.6,38.3,26.6 - 38.3,32.0-38.0,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,27.1,21.6,33.3,21.6 - 33.3,24.5-29.8,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,37.0,30.7,43.7,30.7 - 43.7,33.2-37.0,46.8796822,-110.3625658,R,Republican trifecta,118,905132.0,0.2509,68.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,28.6,24.9,32.7,24.9 - 32.7,25.6 - 33.3,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,33.4,27.2,40.0,27.2 - 40.0,30.6 - 33.4,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,26.2,21.5,31.3,21.5 - 31.3,23.8-29.7,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,28.1,24.7,31.6,24.7 - 31.6,24.8-29.5,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,26.6,23.4,30.1,23.4 - 30.1,26.0-31.6,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,31.0,26.5,35.9,26.5 - 35.9,23.0-31.0,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,29.7,24.8,34.9,24.8 - 34.9,25.5-32.2,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.2,26.7,35.9,26.7 - 35.9,24.6-31.7,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,30.5,25.5,35.8,25.5 - 35.8,29.2-34.0,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,30.9,26.1,35.9,26.1 - 35.9,30.9-34.8,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,34.1,29.6,38.9,29.6 - 38.9,28.0-34.7,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,37.3,32.9,42.0,32.9 - 42.0,37.2-40.5,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,32.0,28.2,36.1,28.2 - 36.1,24.2-33.2,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,30.4,27.1,33.9,27.1 - 33.9,26.3-33.1,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,30.8,27.5,34.3,27.5 - 34.3,27.3-33.3,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,32.5,28.7,36.4,28.7 - 36.4,27.8-34.3,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,33.3,29.9,36.8,29.9 - 36.8,28.7-35.4,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,38.1,33.1,43.4,33.1 - 43.4,25.5-38.8,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,39.6,35.3,44.0,35.3 - 44.0,32.1-39.7,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,39.6,35.9,43.4,35.9 - 43.4,39.3-41.3,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,36.4,32.0,41.0,32.0 - 41.0,31.8-39.7,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,38.5,34.0,43.2,34.0 - 43.2,38.5-40.4,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,33.8,29.5,38.2,29.5 - 38.2,28.8-37.6,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,35.9,31.3,40.8,31.3 - 40.8,29.2-36.4,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,25.5,22.5,28.7,22.5 - 28.7,25.5-35.9,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,31.4,27.3,35.8,27.3 - 35.8,25.9-33.3,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,32.2,27.7,37.0,27.7 - 37.0,32.1-34.7,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,31.2,26.4,36.3,26.4 - 36.3,28.8-31.4,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,31.6,27.6,35.8,27.6 - 35.8,29.9-31.8,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,25.3,21.8,29.1,21.8 - 29.1,23.2-27.1,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,22.6,19.1,26.4,19.1 - 26.4,22.1-26.8,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.4,21.2,29.9,21.2 - 29.9,21.0-26.7,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,25.5,21.4,29.9,21.4 - 29.9,21.6-26.2,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,25.1,20.1,30.7,20.1 - 30.7,23.5-27.0,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,28.4,24.2,32.8,24.2 - 32.8,28.1-30.3,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.9,23.2,33.0,23.2 - 33.0,23.9-29.4,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,28.1,23.7,33.0,23.7 - 33.0,19.9-29.2,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,26.3,22.2,30.8,22.2 - 30.8,23.7-28.2,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,33.5,29.4,37.8,29.4 - 37.8,32.0-34.1,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,30.5,26.6,34.6,26.6 - 34.6,29.6-31.1,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,35.4,30.5,40.4,30.5 - 40.4,34.7-40.6,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,28.3,23.7,33.2,23.7 - 33.2,23.9-28.5,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,28.9,26.2,31.6,26.2 - 31.6,28.8-29.9,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,28.6,24.6,32.8,24.6 - 32.8,28.6-30.1,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,28.9,24.9,33.2,24.9 - 33.2,28.1-30.0,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,31.3,24.2,39.2,24.2 - 39.2,29.9-31.4,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,30.3,24.9,36.1,24.9 - 36.1,25.5-30.3,41.4925374,-99.9018131,R,Republican trifecta,80,1036048.0,0.4842,27.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,34.8,30.4,39.4,30.4 - 39.4,34.8 - 36.7,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,38.1,32.7,43.8,32.7 - 43.8,36.1 - 48.4,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,36.9,32.8,41.2,32.8 - 41.2,35.0-44.3,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,40.7,36.6,45.0,36.6 - 45.0,35.6-41.4,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,34.2,30.3,38.3,30.3 - 38.3,31.7-34.2,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,38.5,34.0,43.1,34.0 - 43.1,37.7-40.7,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,37.9,32.4,43.6,32.4 - 43.6,35.0-37.9,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,45.6,41.6,49.6,41.6 - 49.6,38.4-46.8,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,39.1,35.0,43.2,35.0 - 43.2,36.0-39.4,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,44.8,39.9,49.7,39.9 - 49.7,40.7-44.8,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,46.4,41.3,51.5,41.3 - 51.5,42.1-46.5,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,46.8,42.0,51.6,42.0 - 51.6,43.6-50.2,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,40.4,37.3,43.5,37.3 - 43.5,38.3-40.4,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,37.6,33.9,41.4,33.9 - 41.4,35.4-38.1,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,42.8,39.0,46.7,39.0 - 46.7,38.5-47.6,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,43.3,38.8,47.9,38.8 - 47.9,38.9-44.0,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,41.9,37.8,46.0,37.8 - 46.0,39.7-46.3,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,47.3,41.6,53.1,41.6 - 53.1,43.7-50.1,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,47.6,42.4,52.9,42.4 - 52.9,44.4-49.7,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,47.2,42.8,51.7,42.8 - 51.7,43.8-47.6,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,46.1,42.3,50.0,42.3 - 50.0,44.2-50.0,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,41.7,36.7,46.7,36.7 - 46.7,40.5-42.8,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,41.4,36.2,46.7,36.2 - 46.7,40.9-43.2,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,44.0,39.8,48.3,39.8 - 48.3,40.7-45.1,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,46.5,41.7,51.4,41.7 - 51.4,40.2-46.5,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,33.7,29.5,38.1,29.5 - 38.1,33.4-36.0,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,41.7,37.0,46.4,37.0 - 46.4,36.3-42.6,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,32.6,28.3,37.0,28.3 - 37.0,31.5-33.5,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,29.2,25.0,33.6,25.0 - 33.6,27.4-29.8,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,28.4,24.7,32.4,24.7 - 32.4,27.2-28.9,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,36.5,32.5,40.6,32.5 - 40.6,31.9-36.5,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,33.9,29.8,38.1,29.8 - 38.1,32.0-39.2,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,35.6,30.1,41.4,30.1 - 41.4,31.3-37.5,38.8026097,-116.419389,D,Democratic trifecta,52,2445765.0,0.3538,111.0
