,Group,Subgroup,Value,Time Period Start Date,Time Period Label,Date
1918,By State,South Dakota,24.9,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1917,By State,South Carolina,33.1,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1916,By State,Rhode Island,36.9,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1915,By State,Pennsylvania,35.3,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1914,By State,Oregon,35.5,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1913,By State,Oklahoma,39.3,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1911,By State,North Dakota,26.7,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1893,By State,Kansas,32.1,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1858,National Estimate,United States,35.1,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1891,By State,Indiana,32.0,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1872,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",43.1,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1871,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",33.4,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1870,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",37.9,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1869,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",33.2,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1868,By Race/Hispanic ethnicity,Hispanic or Latino,40.0,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1866,By Sex,Male,31.7,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1873,By Education,Less than a high school diploma,42.8,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1865,By Age,80 years and above,22.5,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1863,By Age,60 - 69 years,27.0,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1862,By Age,50 - 59 years,31.6,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1861,By Age,40 - 49 years,37.9,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1860,By Age,30 - 39 years,41.6,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1859,By Age,18 - 29 years,50.7,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1892,By State,Iowa,30.1,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1864,By Age,70 - 79 years,20.9,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1874,By Education,High school diploma or GED,34.9,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1867,By Sex,Female,38.2,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1876,By Education,Bachelor's degree or higher,29.3,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1890,By State,Illinois,36.4,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1875,By Education,Some college/Associate's degree,39.7,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1889,By State,Idaho,31.1,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1888,By State,Hawaii,28.4,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1887,By State,Georgia,37.9,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1885,By State,District of Columbia,33.8,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1884,By State,Delaware,30.6,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1886,By State,Florida,34.7,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1882,By State,Colorado,34.8,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1881,By State,California,39.3,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1880,By State,Arkansas,37.5,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1879,By State,Arizona,35.1,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1878,By State,Alaska,37.8,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1877,By State,Alabama,34.5,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1883,By State,Connecticut,31.8,03/17/2021,"Mar 17 - Mar 29, 2021",2021-03-17
1999,By State,New Mexico,30.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1994,By State,Montana,36.1,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1998,By State,New Jersey,32.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1997,By State,New Hampshire,27.3,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1996,By State,Nevada,32.6,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1995,By State,Nebraska,31.2,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1993,By State,Missouri,32.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1986,By State,Louisiana,34.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1991,By State,Minnesota,24.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1990,By State,Michigan,33.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1989,By State,Massachusetts,31.6,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1988,By State,Maryland,32.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1987,By State,Maine,25.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2000,By State,New York,31.2,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1992,By State,Mississippi,30.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2001,By State,North Carolina,31.2,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2018,By State,Wyoming,22.0,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2003,By State,Ohio,27.1,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1984,By State,Kansas,28.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2017,By State,Wisconsin,26.0,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2016,By State,West Virginia,42.1,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2015,By State,Washington,29.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2014,By State,Virginia,25.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2013,By State,Vermont,31.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2012,By State,Utah,25.1,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2011,By State,Texas,34.6,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2010,By State,Tennessee,31.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2009,By State,South Dakota,26.6,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2008,By State,South Carolina,29.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2007,By State,Rhode Island,26.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2006,By State,Pennsylvania,30.2,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2005,By State,Oregon,33.3,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2004,By State,Oklahoma,29.1,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2002,By State,North Dakota,31.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1983,By State,Iowa,29.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1985,By State,Kentucky,34.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1981,By State,Illinois,29.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1962,By Education,Less than a high school diploma,43.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1961,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",41.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1960,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",25.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1959,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",35.0,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1958,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",30.3,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1957,By Race/Hispanic ethnicity,Hispanic or Latino,38.6,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1956,By Sex,Female,36.3,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1955,By Sex,Male,27.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1954,By Age,80 years and above,17.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1953,By Age,70 - 79 years,17.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1952,By Age,60 - 69 years,22.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1951,By Age,50 - 59 years,28.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1950,By Age,40 - 49 years,34.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1949,By Age,30 - 39 years,38.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1948,By Age,18 - 29 years,52.9,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1963,By Education,High school diploma or GED,33.2,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1964,By Education,Some college/Associate's degree,36.0,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1947,National Estimate,United States,32.3,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1966,By Disability status,With disability,64.3,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1980,By State,Idaho,30.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1982,By State,Indiana,33.2,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1979,By State,Hawaii,28.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1978,By State,Georgia,33.6,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1965,By Education,Bachelor's degree or higher,25.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1976,By State,District of Columbia,37.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1975,By State,Delaware,24.7,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1977,By State,Florida,35.0,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1973,By State,Colorado,31.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1972,By State,California,37.3,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1971,By State,Arkansas,34.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1970,By State,Arizona,34.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1969,By State,Alaska,31.8,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1968,By State,Alabama,35.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1967,By Disability status,Without disability,27.4,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
1974,By State,Connecticut,31.5,04/14/2021,"Apr 14 - Apr 26, 2021",2021-04-14
2070,By State,New Jersey,27.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2069,By State,New Hampshire,26.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2068,By State,Nevada,29.2,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2067,By State,Nebraska,31.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2066,By State,Montana,24.1,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2065,By State,Missouri,30.9,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2057,By State,Kentucky,35.2,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2063,By State,Minnesota,24.1,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2062,By State,Michigan,31.0,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2061,By State,Massachusetts,29.0,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2060,By State,Maryland,27.7,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2059,By State,Maine,27.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2058,By State,Louisiana,34.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2071,By State,New Mexico,28.4,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2064,By State,Mississippi,25.7,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2072,By State,New York,31.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2081,By State,South Dakota,24.4,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2074,By State,North Dakota,24.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2056,By State,Kansas,29.7,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2089,By State,Wisconsin,26.4,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2088,By State,West Virginia,31.0,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2087,By State,Washington,32.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2086,By State,Virginia,27.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2085,By State,Vermont,28.0,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2084,By State,Utah,30.1,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2083,By State,Texas,33.1,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2082,By State,Tennessee,29.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2080,By State,South Carolina,30.0,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2079,By State,Rhode Island,24.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2078,By State,Pennsylvania,27.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2077,By State,Oregon,32.4,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2076,By State,Oklahoma,34.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2075,By State,Ohio,31.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2073,By State,North Carolina,33.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2055,By State,Iowa,27.7,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2090,By State,Wyoming,27.2,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2053,By State,Illinois,29.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2033,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",41.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2032,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",22.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2031,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",33.0,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2030,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",29.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2029,By Race/Hispanic ethnicity,Hispanic or Latino,34.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2028,By Sex,Female,34.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2027,By Sex,Male,26.9,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2026,By Age,80 years and above,18.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2025,By Age,70 - 79 years,16.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2024,By Age,60 - 69 years,22.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2023,By Age,50 - 59 years,29.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2022,By Age,40 - 49 years,31.4,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2021,By Age,30 - 39 years,36.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2020,By Age,18 - 29 years,49.2,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2019,National Estimate,United States,30.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2034,By Education,Less than a high school diploma,40.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2035,By Education,High school diploma or GED,30.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2054,By State,Indiana,27.4,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2037,By Education,Bachelor's degree or higher,24.7,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2036,By Education,Some college/Associate's degree,35.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2052,By State,Idaho,25.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2051,By State,Hawaii,23.2,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2050,By State,Georgia,29.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2049,By State,Florida,32.9,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2047,By State,Delaware,30.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2046,By State,Connecticut,29.4,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2048,By State,District of Columbia,30.6,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2044,By State,California,33.0,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2043,By State,Arkansas,35.5,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2042,By State,Arizona,29.9,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2041,By State,Alaska,33.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2040,By State,Alabama,33.3,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2039,By Disability status,Without disability,26.1,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2038,By Disability status,With disability,61.2,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2045,By State,Colorado,30.8,04/28/2021,"Apr 28 - May 10, 2021",2021-04-28
2137,By State,Missouri,26.7,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2142,By State,New Jersey,26.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2141,By State,New Hampshire,27.5,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2140,By State,Nevada,28.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2139,By State,Nebraska,25.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2138,By State,Montana,27.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2136,By State,Mississippi,32.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2128,By State,Kansas,25.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2134,By State,Michigan,28.8,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2133,By State,Massachusetts,28.0,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2132,By State,Maryland,27.7,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2131,By State,Maine,26.2,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2130,By State,Louisiana,33.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2129,By State,Kentucky,31.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2143,By State,New Mexico,29.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2135,By State,Minnesota,24.7,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2144,By State,New York,32.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2152,By State,South Carolina,30.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2146,By State,North Dakota,23.2,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2127,By State,Iowa,26.2,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2161,By State,Wisconsin,29.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2160,By State,West Virginia,31.6,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2159,By State,Washington,31.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2158,By State,Virginia,32.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2157,By State,Vermont,28.0,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2156,By State,Utah,27.7,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2155,By State,Texas,32.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2154,By State,Tennessee,33.5,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2153,By State,South Dakota,24.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2151,By State,Rhode Island,26.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2150,By State,Pennsylvania,30.2,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2149,By State,Oregon,32.6,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2148,By State,Oklahoma,33.0,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2147,By State,Ohio,28.5,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2145,By State,North Carolina,28.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2162,By State,Wyoming,32.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2126,By State,Indiana,27.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2124,By State,Idaho,28.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2104,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",24.8,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2103,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",33.7,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2102,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",28.0,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2101,By Race/Hispanic ethnicity,Hispanic or Latino,36.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2100,By Sex,Female,33.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2098,By Age,80 years and above,14.0,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2105,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",40.2,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2097,By Age,70 - 79 years,16.2,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2095,By Age,50 - 59 years,28.0,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2094,By Age,40 - 49 years,32.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2093,By Age,30 - 39 years,37.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2092,By Age,18 - 29 years,45.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2091,National Estimate,United States,30.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2125,By State,Illinois,29.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2096,By Age,60 - 69 years,21.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2106,By Education,Less than a high school diploma,36.8,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2099,By Sex,Male,26.6,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2108,By Education,Some college/Associate's degree,33.8,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2107,By Education,High school diploma or GED,31.7,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2122,By State,Georgia,30.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2121,By State,Florida,28.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2120,By State,District of Columbia,30.8,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2119,By State,Delaware,26.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2118,By State,Connecticut,32.4,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2117,By State,Colorado,33.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2116,By State,California,32.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2123,By State,Hawaii,25.5,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2114,By State,Arizona,27.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2113,By State,Alaska,29.3,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2112,By State,Alabama,28.0,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2111,By Disability status,Without disability,25.1,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2110,By Disability status,With disability,63.5,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2109,By Education,Bachelor's degree or higher,23.9,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2115,By State,Arkansas,33.7,05/12/2021,"May 12 - May 24, 2021",2021-05-12
2216,By State,New York,27.7,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2215,By State,New Mexico,32.8,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2214,By State,New Jersey,30.2,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2213,By State,New Hampshire,33.4,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2211,By State,Nebraska,22.6,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2210,By State,Montana,22.1,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2209,By State,Missouri,33.6,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2205,By State,Massachusetts,27.2,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2207,By State,Minnesota,26.6,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2206,By State,Michigan,23.1,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2204,By State,Maryland,26.6,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2203,By State,Maine,28.0,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2202,By State,Louisiana,34.2,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2201,By State,Kentucky,28.4,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2208,By State,Mississippi,32.3,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2217,By State,North Carolina,31.8,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2200,By State,Kansas,25.4,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2219,By State,Ohio,30.4,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2234,By State,Wyoming,24.2,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2233,By State,Wisconsin,22.3,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2232,By State,West Virginia,31.8,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2231,By State,Washington,32.4,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2230,By State,Virginia,29.9,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2229,By State,Vermont,25.9,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2228,By State,Utah,29.0,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2227,By State,Texas,32.2,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2226,By State,Tennessee,29.2,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2225,By State,South Dakota,25.5,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2224,By State,South Carolina,30.8,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
2223,By State,Rhode Island,27.0,05/26/2021,"May 26 - Jun 7, 2021",2021-05-26
